kanji,meaning
純,inocencia
純,"tal como es"
巡,patrullar
巡,circular
巡,"dar vueltas"
遵,"atenerse a"
遵,seguir
遵,obedecer
醇,"sake puro"
醇,pureza
醇,afección
順,orden
順,turno
順,obedecer
処,lugar
処,"deshacerse de"
処,ingeniárselas
処,arreglárselas
処,tratar
初,comienzo
初,primero
所,lugar
暑,bochornoso
暑,caliente
暑,calor
曙,alba
曙,amanecer
渚,hebra
渚,playa
渚,orilla
庶,varios
庶,muchos
緒,principio
緒,comienzo
緒,hilo
緒,cordón
緒,"cuerda de instrumento musical"
署,puesto
署,cargo
署,"oficina del gobierno"
署,firma
書,escritura
書,escrito
書,escribir
諸,diversos
諸,varios
諸,variados
助,ayudar
助,rescatar
助,salvar
助,"ser salvado"
助,"ser ayudado"
叙,relato
叙,narración
叙,descripción
女,femenino
女,mujer
序,inicio
序,comienzo
序,orden
序,precedencia
序,prefacio
徐,gradualmente
徐,lentamente
徐,mansamente
恕,excusar
恕,perdonar
恕,tolerar
除,eliminar
除,quitar
除,excluir
除,dividir
傷,herida
傷,daño
傷,lesión
傷,corte
傷,"estar herido"
傷,herir
償,compensación
償,indemnización
償,compensar
償,resarcir
償,recompensar
勝,ganar
勝,sobresalir
匠,artesano
匠,trabajador
升,"caja para medir"
升,"unidad de capacidad (1.8 litros)"
召,seducir
召,citar
召,emplazar
召,comer
召,beber
商,trato
商,negociación
商,vender
商,"tratar con"
唱,cantar
唱,recitar
奨,impulso
奨,ánimo
奨,aliento
宵,tarde
宵,noche
宵,"al anochecer"
将,líder
将,cargo
将,mando
将,mandar
将,"de ahora en adelante"
小,poco
小,pequeño
少,poco
少,pequeño
少,"un poco"
少,apenas
尚,respetar
尚,estimar
尚,desear
尚,además
尚,todavía
尚,"aún más"
庄,"casa de pueblo"
庄,plano
庄,llano
床,suelo
床,cama
床,alcoba
床,peluquería
彰,patente
彰,claro
彰,manifiesto
彰,aclarar
彰,desvelar
承,conceder
承,heredar
承,escuchar
承,"ser informado"
抄,extracto
抄,selección
抄,resumen
抄,extirpar
抄,extraer
招,invitar
招,convocar
掌,manipular
掌,controlar
掌,"palma de la mano"
捷,victoria
捷,rápido
昇,elevar
昇,levantar
昇,alzar
昌,claro
昌,próspero
昌,brillante
昭,luminoso
昭,brillante
晶,destello
晶,brillo
晶,cristalización
松,pino
梢,"copa del árbol"
梢,ramita
沼,pantano
沼,lago
沼,estanque
消,extinguirse
消,apagarse
消,desaparecer
消,apagar
消,extinguir
渉,vadear
渉,cruzar
渉,relacionar
渉,conectar
渉,indagar
湘,"nombre de un río de China"
焼,quemar
焼,asar
焼,hornear
焼,quemarse
焼,asarse
焼,"estar bronceado"
焦,carbonizar
焦,chamuscar
焦,quemar
焦,impacientarse
焦,carbonizarse
焦,chamuscarse
焦,quemarse
照,iluminar
照,brillar
照,comparar
照,"tener vergüenza"
症,síntoma
症,señal
症,enfermedad
省,omisión
省,"departamento del gobierno"
省,omitir
省,eliminar
省,reflexionar
硝,nitrato
硝,pólvora
礁,arrecife
礁,"roca hundida"
礁,escollo
祥,suerte
祥,"buen augurio"
称,llamar
称,nombrar
称,alabar
称,apelativo
称,nombre
章,distintivo
章,banda
章,capítulo
章,frase
笑,risa
笑,sonrisa
笑,reír
笑,sonreír
粧,maquillarse
粧,arreglarse
粧,embellecerse
紹,presentar
紹,heredar
紹,"suceder a"
肖,imitar
肖,copiar
肖,parecido
菖,iris
蕉,plátano
蕉,banana
衝,avenida
衝,"lugar importante"
衝,"punto clave"
衝,chocar
裳,falda
裳,ropa
訟,declarar
訟,pleitear
訟,demandar
訟,acusar
証,evidencia
証,prueba
証,testimonio
証,certificado
詔,"edicto imperial"
詳,detallado
詳,minucioso
象,imagen
象,imitar
象,forma
象,figura
象,elefante
賞,premio
賞,recompensa
醤,"tipo de miso"
鐘,campana
障,estorbo
障,impedimento
障,obstáculo
障,obstrucción
障,estorbar
障,impedir
障,obstruir
障,obstaculizar
上,arriba
上,encima
上,"parte superior"
上,cima
上,superficie
丈,"unidad de longitud (10 pies)"
丈,altura
丈,sólido
丈,fuerte
丈,longitud
丞,ayudar
丞,avanzar
乗,montar
乗,"subir a"
乗,montarse
乗,"colocar algo sobre"
冗,superfluo
冗,sobrante
冗,inutilidad
冗,relajado
冗,flojo
剰,excedente
剰,sobrante
剰,además
城,castillo
場,lugar
場,situación
場,momento
壌,tierra
壌,suelo
壌,"terreno blando"
嬢,muchacha
嬢,señorita
嬢,chica
常,habitual
常,usual
常,ordinario
常,normal
常,siempre
常,interminable
情,sentimientos
情,emoción
情,simpatía
条,artículo
条,cláusula
条,tratado
杖,caña
杖,bastón
杖,vara
杖,dependencia
浄,puro
浄,inocente
状,estado
状,condición
状,circunstancias
状,situación
畳,tatami
畳,"contador para tatamis"
畳,apilar
畳,pila
畳,montón
穣,prosperidad
穣,repleto
穣,fructificar
蒸,vapor
蒸,"echar vapor"
蒸,"cocinar al vapor"
譲,transferencia
譲,traspaso
譲,concesión
譲,transferir
譲,traspasar
譲,conceder
譲,"ser inferior a"
醸,elaborar
醸,"preparar té"
醸,"elaborar cerveza"
錠,cerradura
錠,grilletes
錠,píldora
錠,pastilla
嘱,confiar
嘱,solicitar
嘱,pedir
嘱,esperar
飾,decorar
飾,ornamentar
飾,adornar
飾,embellecer
拭,barrer
拭,fregar
拭,limpiar
植,planta
植,plantar
植,crecer
植,"ser plantado"
殖,aumentar
殖,incrementar
殖,crecer
織,tejido
織,tela
織,tramar
織,tejer
職,puesto
職,empleo
職,ocupación
色,color
色,aspecto
触,tocar
触,percibir
触,mencionar
触,proclamar
触,anunciar
食,alimento
食,comida
食,eclipse
食,comer
蝕,corroído
蝕,invadido
蝕,dañado
蝕,defectuoso
蝕,eclipse
蝕,corroer
蝕,invadir
蝕,"dañar (por insectos)"
辱,humillación
辱,vergüenza
辱,desgracia
辱,agradecido
辱,humillar
辱,avergonzar
尻,asentaderas
尻,trasero
尻,culo
尻,"parte trasera"
伸,prolongar
伸,expandir
伸,estirar
伸,extender
伸,alargar
伸,prolongarse
伸,estirarse
信,confianza
信,sinceridad
信,información
信,verdad
侵,invadir
侵,asaltar
侵,violar
侵,traspasar
唇,labios
娠,concepción
娠,embarazo
寝,acostarse
寝,dormir
審,claro
審,detallado
審,completo
審,juicio
審,"abreviatura de árbitro"
心,corazón
心,centro
慎,prudencia
慎,modestia
慎,discrección
慎,refrenarse
慎,precaverse
慎,"ser cuidadoso"
慎,"ser discreto"
振,sacudir
振,ondear
振,agitar
振,vibrar
振,balancear
新,nuevo
新,fresco
晋,avanzar
晋,"antigua región de China"
森,bosque
榛,avellana
浸,empapar
浸,remojar
浸,humedecer
深,profundo
深,hondo
深,profundizar
深,"profundizar en"
申,decir
申,"tener el honor de"
疹,sarampión
真,verdad
真,realidad
真,puro
真,genuino
真,verdadero
神,dios
神,alma
秦,"dinastía Manchú"
秦,"nombre dado antiguamente a los chinos establecidos en Japón"
紳,noble
紳,caballero
臣,criado
臣,súbdito
芯,interior
芯,"entrañas (cuerpo"
芯,cosa)
薪,leña
親,padre
親,madre
親,familiares
親,íntimo
親,personalmente
親,padres
親,"hacerse amigo"
親,intimar
診,revisión
診,diagnóstico
診,examen
診,revisar
診,diagnosticar
診,examinar
身,cuerpo
身,"uno mismo"
身,posición
辛,amargo
辛,duro
辛,severo
辛,salado
辛,picante
進,avanzar
進,progresar
進,adelantar
進,ascender
針,aguja
針,alfiler
震,temblar
震,estremecerse
震,agitar
震,sacudir
人,persona
仁,humanidad
仁,benevolencia
仁,bondad
仁,caridad
刃,hoja
刃,filo
尋,pedir
尋,preguntar
尋,desentrañar
尋,buscar
甚,tremendamente
甚,"en extremo"
甚,intenso
甚,grave
尽,agotar
尽,acabar
尽,gastar
尽,cumplir
尽,esforzarse
腎,riñón
腎,"cosa importante"
迅,rápido
迅,veloz
陣,ejército
陣,"campo de batalla"
陣,rango
陣,"posición militar"
諏,consultar
須,instante
須,desear
須,anhelar
須,esperar
酢,vinagre
酢,agrio
酢,ácido
図,dibujo
図,ilustración
図,consulta
図,estrategia
図,planear
図,diseñar
吹,soplar
吹,exhalar
吹,respirar
垂,"estar colgado"
垂,colgar
垂,suspender
帥,"dirigir las tropas"
帥,"mandar un ejército"
推,presionar
推,empujar
推,conjeturar
推,suponer
推,adivinar
推,aconsejar
推,inferir
推,"llegar a la conclusión"
水,agua
炊,cocinar
炊,hervir
炊,cocer
睡,somnolencia
睡,dormir
睡,dormitar
粋,elegancia
粋,estilo
粋,esencia
翠,"martín pescador"
翠,verde
衰,declinar
衰,rehusar
衰,menguar
衰,debilitarse
遂,consumar
遂,"llevar a cabo"
遂,cumplir
酔,marearse
酔,emborracharse
錘,peso
錘,plomo
錘,plomada
錘,huso
随,seguir
随,acompañar
随,complacer
随,"sin embargo"
随,"a pesar de todo"
瑞,felicitaciones
瑞,felicidades
瑞,enhorabuena
髄,médula
髄,meollo
崇,respetar
崇,reverenciar
崇,noble
嵩,irritado
嵩,exasperado
嵩,hincharse
嵩,alto
数,número
数,cifra
数,contar
枢,gozne
枢,pivote
枢,eje
枢,"punto vital"
雛,muñeca
雛,pollito
雛,polluelo
雛,bonito
据,establecer
据,situar
据,emplazar
据,instalar
据,equipar
杉,cedro
菅,juncia
菅,junco
雀,gorrión
裾,pernera
裾,dobladillo
裾,"pie (montaña)"
澄,clarificar
澄,aclarar
澄,"ajustar cuentas"
澄,asentarse
摺,frotar
摺,rascar
摺,sellar
摺,pliegue
摺,arruga
摺,plegar
寸,longitud
寸,medida
寸,"un poco"
寸,sólo
寸,"antigua unidad de medida"
世,generación
世,mundo
世,edad
瀬,"corriente de agua"
瀬,rápidos
瀬,torrente
瀬,tiempo
瀬,ocasión
畝,surco
畝,costilla
畝,cordillera
畝,"antigua medida para campos de arroz"
是,correcto
是,justo
是,recto
是,esto
是,"ni más ni menos"
制,determinar
制,establecer
制,comprobar
制,cesar
制,"poner fin"
制,sistema
制,construir
勢,fuerza
勢,poder
勢,influencia
勢,vigor
姓,apellido
征,subyugar
征,"atacar lo rebelde"
征,"cobrar impuestos"
性,sexo
性,género
性,naturaleza
性,temperamento
成,"convertirse en"
成,resultar
成,"consistir en"
成,hacerse
成,"llegar a ser"
成,"llevar a cabo"
成,lograr
政,política
政,gobierno
政,reglas
整,organizar
整,arreglar
整,"poner en orden"
整,"estar a punto"
整,ajustar
星,estrella
星,"punto pequeño"
星,"resultado de un juego"
晴,"buen tiempo"
晴,público
晴,oficial
晴,"buen humor"
晴,"hacer buen tiempo"
晴,despejarse
晴,"dejar de llover"
晴,"aclarar el tiempo"
正,correcto
正,justo
正,arreglar
正,enderezar
清,puro
清,claro
清,purificar
清,limpiar
牲,sacrificio
牲,ofrenda
牲,víctima
生,vida
生,nacimiento
生,vivir
生,existir
生,nacer
生,"dar a luz"
生,puro
生,crudo
盛,auge
盛,prosperidad
盛,apilar
盛,colmar
盛,prosperar
盛,florecer
盛,próspero
精,refinar
精,purificar
精,preciso
精,detallado
精,vigor
精,energía
精,espíritu
精,esencia
聖,santo
聖,sagrado
聖,sabio
聖,"relacionado con cristianismo"
声,voz
声,fama
声,reputación
声,rumor
製,fabricar
製,construir
製,"hecho en"
西,Oeste
西,España
誠,sinceridad
誠,confianza
誠,verdad
誓,voto
誓,juramento
誓,compromiso
誓,jurar
誓,"hacer un voto"
誓,"dar su palabra"
請,solicitar
請,pedir
請,rogar
請,"tomar el control"
請,recibir
逝,difunto
逝,morir
逝,fallecer
青,azul
青,verde
青,pálido
静,quieto
静,tranquilo
静,calmado
静,"tranquilo [na]"
静,calmarse
静,calmar
斉,semejante
斉,igual
斉,equivalente
税,impuesto
税,arancel
隻,"uno (de un par)"
隻,"contador para barcos"
席,asiento
席,plaza
席,posición
惜,lastima
惜,condolencia
惜,pena
惜,penoso
惜,lamentable
惜,condolerse
惜,sentir
惜,estimar
戚,"pariente (de sangre)"
戚,cuerpo
斥,rechazar
斥,repeler
斥,ahuyentar
斥,alejar
昔,antiguamente
昔,antigüedad
昔,"viejos tiempos"
昔,"tiempo atrás"
析,tajar
析,cortar
析,dividir
析,romper
石,piedra
積,amontonar
積,apilar
積,amplitud
積,"producto (matemáticas)"
籍,inscripción
籍,registro
籍,membresía
績,hilado
績,hilar
績,"resultados del trabajo"
績,"acto meritorio"
脊,"columna vertebral"
脊,"espina dorsal"
脊,espalda
脊,estatura
責,condena
責,censura
責,obligación
責,condenar
責,censurar
責,culpar
責,criticar
赤,rojo
赤,enrojecer
赤,enrojecerse
赤,sonrojarse
跡,marca
跡,huella
跡,señal
跡,ruinas
碩,grande
碩,eminente
切,cortar
切,urgente
切,apremiante
切,completo
切,"cortar bien"
切,agotarse
拙,inexperto
拙,torpe
接,acercarse
接,aproximarse
接,unir
接,conectar
接,entretener
接,"dar la bienvenida"
接,contactar
摂,tomar
摂,cultivar
摂,sustituir
折,plegar
折,doblar
折,romper
折,dividir
折,"en ese tiempo"
折,quebrar
設,equipar
設,instalar
設,establecer
設,crear
窃,sigilo
窃,cautela
窃,robo
窃,robar
節,estación
節,periodo
節,frase
節,unión
節,articulación
節,melodía
節,tono
節,nudo
節,entonación
説,opinión
説,teoría
説,explicar
説,expresar
雪,nieve
絶,extinguir
絶,eliminar
絶,rechazar
絶,absoluto
絶,"lugar escarpado"
絶,desaparecer
絶,extinguirse
絶,exterminar
絶,erradicar
絶,suprimir
舌,lengua
蝉,cigarra
仙,ermitaño
先,antes
先,adelante
先,previo
先,precedencia
先,extremo
先,punta
先,final
先,anterior
千,mil
千,muchos
占,adivinar
占,pronosticar
占,ocupar
占,poseer
占,tomar
宣,proclamar
宣,promulgar
宣,anunciar
宣,difundir
専,especialidad
専,exclusivo
専,solamente
専,totalmente
専,enteramente
尖,puntiagudo
尖,afilado
尖,disgustado
尖,"hacerse puntiagudo"
尖,"hacerse afilado"
川,arroyo
川,río
戦,guerra
戦,batalla
戦,lucha
戦,pelear
戦,batallar
戦,combatir
戦,luchar
扇,abanico
扇,abanicar
扇,"agitar el aire"
扇,"abanico plegable"
栓,tapón
栓,perno
栓,corcho
栓,espita
泉,manantial
泉,fuente
浅,"poco profundo"
浅,superficial
洗,lavar
洗,limpiar
洗,aclarar
洗,investigar
洗,indagar
染,tinte
染,teñir
染,contagiar
染,colorear
染,manchar
染,mancha
潜,esconderse
潜,ocultarse
潜,silenciar
旋,girar
旋,rotar
旋,"dar vueltas"
旋,regresar
線,línea
線,cable
線,frontera
線,raíl
線,carril
繊,fino
繊,delgado
繊,hilo
腺,glándula
船,barco
船,buque
船,bote
薦,recomendación
薦,consejo
薦,recomendar
薦,aconsejar
践,pisar
践,"dar un paso"
選,elegir
選,seleccionar
遷,traslado
遷,transferencia
銭,moneda
銭,dinero
銭,"céntimo de yen"
銑,"hierro para fundir"
銑,mineral
鮮,fresco
鮮,vívido
鮮,reciente
鮮,espléndido
鮮,Corea
前,antes
前,"delante de"
善,bondad
善,virtud
漸,gradualmente
漸,firmemente
然,"de esa forma"
然,"en ese caso"
全,completo
全,total
全,enteramente
全,completamente
禅,Zen
禅,meditación
繕,reparar
繕,restaurar
繕,remendar
膳,"mesita baja"
膳,"bandeja (para comida)"
膳,comida
膳,"contador de palillos"
塑,modelo
塑,moldura
塑,modelar
措,"poner a un lado"
措,"poner aparte"
措,exceptuar
曽,antes
曽,anteriormente
曽,"hasta ahora"
曽,"tres generaciones atrás"
狙,"apuntar a"
狙,"dirigirse a"
狙,"ver la situación"
疎,descuidar
疎,desatender
疎,rehuir
疎,desinteresado
疎,descuidado
礎,"piedra angular"
礎,"piedra base"
礎,fundamento
祖,antepasado
祖,pionero
祖,fundador
租,tarifa
租,tributo
租,impuestos
粗,basto
粗,tosco
粗,rudo
粗,"palabras de humildad"
素,"materia prima"
素,elemental
素,normal
素,usual
組,grupo
組,equipo
組,juntar
組,unir
組,agrupar
蘇,revivir
蘇,resucitar
蘇,rehabilitar
蘇,"planta aromática"
訴,denuncia
訴,acusación
訴,demanda
訴,pleito
訴,denunciar
訴,acusar
訴,pleitear
阻,escarpado
阻,separar
阻,obstruir
阻,disuadir
阻,impedir
遡,"río arriba"
遡,"ir río arriba"
遡,"ir hacia atrás"
遡,"volver sobre sus pasos"
鼠,ratón
鼠,rata
僧,"monje budista"
僧,bonzo
創,fundar
創,comenzar
創,originar
双,par
双,ambos
双,"contador de pares"
倉,almacén
倉,bodega
倉,granero
喪,perder
喪,"perder a alguien"
壮,poderoso
壮,influyente
壮,próspero
奏,"dirigirse al emperador"
奏,"tocar un instrumento"
奏,completar
爽,refrescante
爽,vigorizante
爽,resonante
爽,dulce
爽,claro
宋,"dinastía china Sung"
層,estrato
層,nivel
惣,todo
想,concepto
想,idea
想,pensamiento
捜,buscar
捜,localizar
捜,explorar
捜,"consultar el diccionario"
掃,cepillo
掃,barrer
掃,"arrastrar con todo"
挿,insertar
挿,injertar
挿,"hacer pasar"
操,manipular
操,manejar
操,dirigir
操,castidad
操,fidelidad
操,virtud
早,temprano
早,rápido
早,pronto
早,apresurarse
早,precipitarse
早,acelerar
曹,cadete
曹,amigo
巣,nido
巣,colmena
巣,guarida
槍,lanza
槍,lanceta
槍,arpón
槍,jabalina
槽,tina
槽,tanque
槽,cisterna
漕,remo
漕,pala
漕,paleta
漕,remar
漕,pedalear
漕,"transportar en barco"
燥,secar
燥,resecar
争,pelear
争,disputar
争,discutir
争,competir
相,apariencia
相,aspecto
相,fase
相,"ministro de estado"
相,conjuntamente
相,mutuamente
窓,ventana
窓,habitación
総,general
総,total
総,completo
綜,regla
聡,inteligente
聡,"que aprende rápido"
草,hierba
草,planta
荘,majestuoso
荘,solemne
荘,posada
荘,villa
葬,entierro
葬,enterrar
蒼,azúl
蒼,pálido
藻,"alga marina"
装,decoración
装,adorno
装,vestido
装,equipar
装,proporcionar
装,decorar
装,vestirse
走,correr
走,escapar
走,huir
送,enviar
送,remitir
送,expedir
遭,"encontrarse con"
遭,reunirse
遭,toparse
霜,escarcha
霜,blanco
霜,tiempo
騒,bullicio
騒,tumulto
騒,clamor
騒,"hacer ruido"
騒,"hacer bulla"
騒,agitarse
像,estatua
像,imagen
像,figura
増,incremento
増,aumento
増,aumentar
増,incrementar
増,agregar
増,añadir
憎,odiar
憎,detestar
臓,entrañas
臓,vísceras
臓,"órganos internos"
蔵,almacén
蔵,depósito
蔵,bodega
蔵,esconder
蔵,guardar
贈,otorgar
贈,regalar
贈,ofrecer
造,edificio
造,crear
造,construir
促,apremiar
促,urgir
側,lado
側,fila
則,regla
則,norma
則,ley
則,decisión
即,"a la vez"
即,sino
即,enseguida
即,"es decir"
息,respiración
息,aliento
息,hijo
息,"interés (en dinero)"
息,tono
捉,atrapar
捉,capturar
捉,agarrar
捉,asir
束,manojo
束,"legajo (papeles)"
束,"haz (leños)"
束,gavilla
束,racimo
束,bobina
測,medida
測,medir
測,sondear
測,estimar
足,pierna
足,pie
足,"ser suficiente"
足,pata
足,bastar
速,rápido
速,veloz
速,"darse prisa"
速,velocidad
俗,vulgar
俗,ordinario
俗,costumbres
俗,modales
俗,maneras
属,subordinación
属,obediencia
属,pertenencia
賊,ladrón
賊,rebelde
賊,traidor
族,tribu
族,familia
続,continuación
続,serie
続,secuela
続,continuar
続,seguir
卒,graduación
卒,"soldado raso"
袖,"manga (ropa)"
袖,"ala (edificio)"
袖,extensión
袖,manga
其,eso
其,ese
揃,completo
揃,uniforme
揃,colección
揃,coleccionar
揃,reunir
揃,completar
存,existir
存,proteger
存,conocer
存,suponer
孫,nieto
孫,descendientes
尊,aprecio
尊,valor
尊,estima
尊,respeto
尊,reverencia
尊,apreciar
尊,valorar
尊,estimar
尊,respetar
尊,reverenciar
損,pérdida
損,desaparición
損,desventaja
損,dañar
損,herir
村,ciudad
村,pueblo
他,otro
他,"los demás"
多,abundante
多,mucho
太,grande
太,gordo
太,grueso
太,engordar
汰,clasificar
汰,seleccionar
堕,caer
堕,derrumbarse
堕,"cometer un desliz"
妥,amable
妥,pacifico
妥,tranquilo
惰,pereza
惰,descuido
惰,vaguear
惰,descuidar
打,golpear
打,pegar
楕,óvalo
楕,elipse
駄,"caballo de carga"
駄,carga
駄,aburrido
騨,"caballo moteado (blanco con motas negras)"
体,cuerpo
体,forma
堆,"torre alta de cosas apiladas"
堆,"lugar alto mar adentro"
対,opuesto
対,contrario
対,"por serie"
耐,soportar
耐,aguantar
帯,faja
帯,cinturón
帯,zona
帯,región
帯,llevar
帯,transportar
帯,ceñirse
待,esperar
待,aguardar
怠,descuido
怠,negligencia
怠,pereza
怠,descuidar
怠,"ser perezoso"
態,figura
態,apariencia
態,actitud
態,situación
戴,"poner encima"
戴,coronar
戴,"recibir agradecidamente"
戴,comer
戴,beber
替,cambio
替,sustitución
替,intercambio
替,cambiar
替,sustituir
替,intercambiar
替,convertir
泰,pacífico
泰,calma
泰,tranquilidad
泰,extremo
泰,excesivo
泰,Tailandia
滞,retraso
滞,atraso
滞,estancarse
滞,retrasarse
胎,útero
胎,feto
胎,concebir
袋,saco
袋,bolsa
貸,préstamo
貸,prestar
貸,alquilar
退,retroceder
退,retirarse
退,renunciar
退,dimitir
退,destruir
退,negar
退,rechazar
退,rehusar
逮,detener
逮,arrestar
逮,perseguir
隊,grupo
隊,partido
隊,banda
黛,"cejas pobladas"
鯛,pargo
鯛,palometa
鯛,besugo
代,generación
代,reinado
代,sustituir
代,reemplazar
代,relevar
台,estante
台,banco
台,tribuna
台,pedestal
台,"contador para maquinas y vehículos"
大,grande
大,muy
大,mucho
第,número
第,"prefijo ordinal"
第,examen
題,objeto
題,tema
題,materia
鷹,halcón
滝,cascada
滝,catarata
滝,rápidos
卓,exceder
卓,sobrepasar
卓,eminente
卓,mesa
卓,escritorio
啄,picar
啄,picotear
宅,hogar
宅,casa
宅,residencia
宅,"marido propio"
択,elegir
択,seleccionar
択,escoger
拓,aclarar
拓,"despejar la tierra"
拓,calcar
沢,pantano
沢,brillo
沢,beneficio
沢,muchos
濯,lavar
濯,enjuagar
濯,aclarar
琢,brillo
琢,esmalte
琢,abrillantar
託,consignar
託,"confiar algo a"
濁,suciedad
濁,impureza
濁,turbieza
濁,ensuciar
濁,tergiversar
濁,enturbiar
濁,ensuciarse
濁,enturbiarse
諾,consentimiento
諾,asentimiento
諾,acuerdo
茸,seta
茸,hongo
茸,champiñón
凧,cometa
只,sólo
只,único
只,gratis
只,ordinario
只,común
叩,golpe
叩,ataque
叩,golpear
叩,atacar
叩,apalear
叩,criticar
但,"sin embargo"
但,pero
達,realizar
達,alcanzar
達,llegar
辰,"signo del dragón"
辰,"quinto signo del zodíaco"
奪,arrebatar
奪,desposeer
奪,usurpar
奪,privar
奪,"tomar por la fuerza"
脱,omitir
脱,"escapar de"
脱,desvestirse
脱,quitarse
巽,sudeste
棚,estante
棚,repisa
谷,valle
狸,mapache
狸,tejón
鱈,bacalao
樽,tonel
樽,barril
樽,barrilete
誰,quién
誰,alguien
丹,rojo
丹,"sin adornos"
単,sencillo
単,uno
単,unidad
単,sólo
単,único
嘆,deplorar
嘆,lamentar
嘆,suspirar
嘆,gemir
嘆,afligirse
担,cargar
担,transportar
探,explorar
探,indagar
探,buscar
探,sondear
旦,alba
旦,mañana
旦,amanecer
淡,claro
淡,pálido
淡,fugaz
淡,efímero
炭,"carbón vegetal"
炭,carbón
短,pequeño
短,breve
短,defecto
短,corto
端,correcto
端,justo
端,filo
端,borde
端,punta
端,extremo
綻,"comenzar a abrirse"
綻,despojarse
綻,florecer
胆,"vesícula biliar"
胆,valor
胆,espíritu
胆,nervio
蛋,huevo
誕,natividad
誕,nacimiento
誕,nacer
鍛,forjar
鍛,disciplinar
鍛,entrenar
団,grupo
団,asociación
団,compañía
団,redondo
壇,podio
壇,tarima
壇,plataforma
壇,tribuna
弾,bala
弾,pelota
弾,chasquido
弾,"golpe seco"
弾,chasquear
弾,"tocar (piano"
弾,guitarra
弾,etc.)
断,cortar
断,interrumpir
断,rehusar
断,declinar
断,rechazar
暖,templado
暖,cálido
暖,caliente
暖,calentar
檀,"árbol de la familia del cedro"
段,escalón
段,escalera
段,grado
男,masculino
男,hombre
談,conversar
談,hablar
値,precio
値,coste
値,valor
知,conocer
知,saber
知,entender
地,suelo
地,tierra
地,terreno
地,posición
恥,vergüenza
恥,rubor
恥,deshonra
恥,deshonor
恥,avergonzarse
恥,sonrojarse
恥,avergonzado
智,sabiduría
智,intelecto
智,razón
池,estanque
池,lago
痴,estúpido
痴,tonto
稚,inmaduro
稚,joven
稚,niñez
置,poner
置,colocar
置,situar
致,"hacer llegar"
致,invitar
致,causar
致,ejercer
致,"hacer [humilde]"
遅,despacio
遅,tarde
遅,"llegar tarde"
遅,retrasar
遅,retrasado
馳,correr
馳,galopar
馳,"cambiar su sentimiento"
馳,ensanchar
馳,propagar
築,edificar
築,construir
畜,ganado
畜,"animal de granja"
竹,bambú
筑,"antiguo instrumento musical"
蓄,acaudalar
蓄,amasar
蓄,almacenar
蓄,ahorrar
逐,perseguir
逐,cazar
秩,regularidad
秩,orden
秩,rango
窒,taponar
窒,obstruir
窒,nitrógeno
茶,"hoja de té"
茶,té
嫡,"hijo legítimo"
嫡,"descendiente directo"
嫡,heredero
着,usar
着,"llevar puesto"
着,vestir
着,llegar
着,alcanzar
中,centro
中,dentro
中,interior
中,medio
仲,mediación
仲,relación
宙,"en el aire"
宙,espacio
宙,cielo
宙,firmamento
忠,lealtad
忠,fidelidad
抽,tirar
抽,extraer
抽,sacar
抽,quitar
昼,día
昼,mediodía
柱,pilar
柱,columna
柱,poste
注,derramar
注,verter
注,regar
注,concentrarse
虫,insecto
虫,bicho
衷,sinceridad
衷,corazón
衷,adecuado
註,anotación
註,comentario
註,nota
鋳,fundir
鋳,acuñar
駐,"parar en"
駐,"permanecer en"
駐,aparcar
猪,jabalí
猪,verraco
著,expresar
著,publicar
著,escribir
著,notable
著,eminente
貯,ahorrar
貯,almacenar
丁,barrio
丁,distrito
丁,hoja
兆,presagio
兆,síntoma
兆,billón
兆,"mostrar síntomas"
帖,"manojo de algas"
帖,"taco de papel"
帖,libreta
帖,"contador para papeles y algas"
帳,registro
帳,"libro de cuentas"
庁,"oficina del gobierno"
庁,"edificio público"
弔,condolencias
弔,luto
弔,entierro
弔,funeral
弔,"dar el pésame"
弔,enterrar
張,expansión
張,ensanchamiento
張,exageración
張,ensanchar
張,hinchar
張,desplegar
彫,esculpir
彫,grabar
彫,cincelar
徴,llamar
徴,reunir
徴,reclutar
徴,signo
徴,síntoma
徴,efecto
懲,pena
懲,castigo
懲,castigar
懲,disciplinar
挑,desafiar
挑,"luchar por"
暢,estirar
暢,alargar
朝,mañana
朝,amanecer
朝,"corte imperial"
潮,"agua de mar"
潮,marea
潮,tendencia
潮,oportunidad
町,pueblo
町,ciudad
町,bloque
町,calle
眺,"mirar fijamente"
眺,observar
眺,escudriñar
眺,"echar una ojeada"
聴,escuchar
脹,dilatar
脹,hinchar
脹,exceder
腸,intestinos
腸,vísceras
蝶,mariposa
調,melodía
調,tono
調,investigar
調,comprobar
調,arreglar
調,"poner en orden"
超,trascender
超,sobresalir
超,super-
超,sobrepasar
跳,volar
跳,brincar
跳,saltar
銚,garrafa
銚,"botella (con asa)"
長,largo
長,jefe
長,sobresaliente
頂,cima
頂,cumbre
頂,"colocar sobre"
頂,recibir
頂,comer
頂,"beber (humilde)"
鳥,pájaro
鳥,ave
勅,"orden imperial"
勅,"edicto imperial"
勅,amonestar
勅,endurecer
直,derecho
直,recto
直,correcto
直,"de inmediato"
直,arreglar
直,reparar
直,arreglarse
直,repararse
朕,nosotros
朕,"nos (uso imperial)"
沈,hundido
沈,sumergido
沈,deprimido
沈,desanimado
沈,hundirse
沈,sumergirse
沈,deprimirse
沈,desanimarse
珍,raro
珍,extraño
